Kollokator,Freq,Freq_Koll,PMI,t-Score,G2,MI3
dame,2,80,4.8919,1.3666,9.7466,6.8919
tod,2,80,4.8919,1.3666,9.7466,6.8919
kostet,2,80,4.8919,1.3666,9.7466,6.8919
massen,2,80,4.8919,1.3666,9.7466,6.8919
kommunisten,2,81,4.874,1.366,9.698,6.874
standen,2,81,4.874,1.366,9.698,6.874
schöne,2,81,4.874,1.366,9.698,6.874
gehören,2,81,4.874,1.366,9.698,6.874
rechts,2,81,4.874,1.366,9.698,6.874
heissen,2,81,4.874,1.366,9.698,6.874
gehalten,2,81,4.874,1.366,9.698,6.874
zen,2,82,4.8563,1.3654,9.65,6.8563
vox,2,82,4.8563,1.3654,9.65,6.8563
zeuge,2,82,4.8563,1.3654,9.65,6.8563
zug,2,82,4.8563,1.3654,9.65,6.8563
kriege,2,83,4.8388,1.3648,9.6026,6.8388
staats,2,83,4.8388,1.3648,9.6026,6.8388
zweiten,2,84,4.8215,1.3642,9.5558,6.8215
dienstag,2,84,4.8215,1.3642,9.5558,6.8215
mittel,3,293,3.604,1.5896,9.5113,6.774
schwarz,2,85,4.8044,1.3636,9.5095,6.8044
allgemeine,2,85,4.8044,1.3636,9.5095,6.8044
genannt,2,85,4.8044,1.3636,9.5095,6.8044
handwerk,2,85,4.8044,1.3636,9.5095,6.8044
mensc,2,85,4.8044,1.3636,9.5095,6.8044
kenntnis,2,85,4.8044,1.3636,9.5095,6.8044
kennt,2,86,4.7876,1.363,9.4639,6.7876
glaube,2,86,4.7876,1.363,9.4639,6.7876
billig,3,297,3.5845,1.5877,9.4362,6.7544
industrie,2,87,4.7709,1.3624,9.4188,6.7709
gesucht,2,88,4.7544,1.3618,9.3742,6.7544
weiteres,2,88,4.7544,1.3618,9.3742,6.7544
arme,2,89,4.7381,1.3612,9.3302,6.7381
ner,2,89,4.7381,1.3612,9.3302,6.7381
wünschen,2,90,4.722,1.3606,9.2867,6.722
schaft,2,90,4.722,1.3606,9.2867,6.722
obwohl,2,92,4.6903,1.3594,9.2011,6.6903
kreisen,2,93,4.6747,1.3588,9.1591,6.6747
nabrück,2,93,4.6747,1.3588,9.1591,6.6747
tante,2,95,4.644,1.3576,9.0764,6.644
gesetz,2,95,4.644,1.3576,9.0764,6.644
notwendig,2,95,4.644,1.3576,9.0764,6.644
sonnabend,2,96,4.6289,1.3571,9.0358,6.6289
besondere,2,97,4.6139,1.3565,8.9956,6.6139
erhält,2,97,4.6139,1.3565,8.9956,6.6139
verhältnisse,2,97,4.6139,1.3565,8.9956,6.6139
zustände,2,99,4.5845,1.3553,8.9165,6.5845
schaden,2,100,4.57,1.3547,8.8775,6.57
besteht,2,100,4.57,1.3547,8.8775,6.57
volkszeitung,2,101,4.5556,1.3541,8.839,6.5556
bedeutung,2,101,4.5556,1.3541,8.839,6.5556
jugend,2,101,4.5556,1.3541,8.839,6.5556
preiswert,2,101,4.5556,1.3541,8.839,6.5556
hört,2,102,4.5414,1.3535,8.8009,6.5414
eins,2,102,4.5414,1.3535,8.8009,6.5414
legen,2,103,4.5273,1.3529,8.7632,6.5273
suchen,2,104,4.5134,1.3523,8.7258,6.5134
heit,2,106,4.4859,1.3511,8.6523,6.4859
gedanken,2,107,4.4724,1.3505,8.616,6.4724
sachen,2,108,4.4589,1.3499,8.5802,6.4589
soviel,2,108,4.4589,1.3499,8.5802,6.4589
nacht,2,108,4.4589,1.3499,8.5802,6.4589
infolge,2,108,4.4589,1.3499,8.5802,6.4589
längst,2,110,4.4325,1.3487,8.5095,6.4325
johannisstrasse,2,110,4.4325,1.3487,8.5095,6.4325
leisten,2,110,4.4325,1.3487,8.5095,6.4325
deuts,2,112,4.4065,1.3475,8.4401,6.4065
see,2,112,4.4065,1.3475,8.4401,6.4065
roten,2,112,4.4065,1.3475,8.4401,6.4065
ziel,2,113,4.3937,1.3469,8.4059,6.3937
anzeige,2,113,4.3937,1.3469,8.4059,6.3937
grewe,2,114,4.3809,1.3463,8.372,6.3809
tritt,2,114,4.3809,1.3463,8.372,6.3809
eit,2,115,4.3683,1.3457,8.3385,6.3683
krieg,2,115,4.3683,1.3457,8.3385,6.3683
freitag,2,115,4.3683,1.3457,8.3385,6.3683
juli,2,115,4.3683,1.3457,8.3385,6.3683
gleichen,2,116,4.3559,1.3451,8.3052,6.3559
behandlung,2,117,4.3435,1.3446,8.2723,6.3435
bedeutet,2,119,4.319,1.3434,8.2073,6.319
young,2,120,4.3069,1.3428,8.1752,6.3069
braucht,2,120,4.3069,1.3428,8.1752,6.3069
ren,2,120,4.3069,1.3428,8.1752,6.3069
seiten,2,121,4.295,1.3422,8.1434,6.295
familie,2,121,4.295,1.3422,8.1434,6.295
einzige,2,121,4.295,1.3422,8.1434,6.295
gekommen,2,124,4.2596,1.3404,8.0497,6.2596
versucht,2,124,4.2596,1.3404,8.0497,6.2596
folgenden,2,124,4.2596,1.3404,8.0497,6.2596
erklärung,2,125,4.2481,1.3398,8.019,6.2481
jein,2,126,4.2366,1.3392,7.9885,6.2366
beste,2,127,4.2252,1.3386,7.9583,6.2252
garnicht,2,127,4.2252,1.3386,7.9583,6.2252
volle,2,127,4.2252,1.3386,7.9583,6.2252
hase,2,127,4.2252,1.3386,7.9583,6.2252
gehen,3,391,3.1878,1.542,7.9373,6.3577
armen,2,128,4.2138,1.338,7.9284,6.2138
wasser,2,128,4.2138,1.338,7.9284,6.2138
zehn,2,128,4.2138,1.338,7.9284,6.2138
gefahr,2,128,4.2138,1.338,7.9284,6.2138
ruhig,2,128,4.2138,1.338,7.9284,6.2138
interessen,2,129,4.2026,1.3374,7.8987,6.2026
folgt,2,130,4.1915,1.3368,7.8693,6.1915
ansicht,2,130,4.1915,1.3368,7.8693,6.1915
allerdings,2,131,4.1804,1.3362,7.84,6.1804
aufgabe,2,132,4.1694,1.3356,7.8111,6.1694
freiheit,2,134,4.1477,1.3344,7.7538,6.1477
heimat,2,134,4.1477,1.3344,7.7538,6.1477
meisten,2,135,4.137,1.3338,7.7256,6.137
liegen,2,136,4.1264,1.3332,7.6975,6.1264
leute,3,409,3.1228,1.5332,7.6965,6.2928
höhe,2,139,4.0949,1.3315,7.6146,6.0949
johannisstr,2,140,4.0846,1.3309,7.5874,6.0846
stellt,2,141,4.0743,1.3303,7.5604,6.0743
niemand,2,145,4.0339,1.3279,7.4545,6.0339
masse,2,146,4.024,1.3273,7.4285,6.024
geradezu,2,146,4.024,1.3273,7.4285,6.024
machte,2,146,4.024,1.3273,7.4285,6.024
linie,2,148,4.0044,1.3261,7.3771,6.0044
verfügung,2,149,3.9947,1.3255,7.3516,5.9947
ober,2,151,3.9754,1.3243,7.3013,5.9754
hält,2,151,3.9754,1.3243,7.3013,5.9754
ausser,2,152,3.9659,1.3237,7.2764,5.9659
schnell,2,153,3.9564,1.3231,7.2517,5.9564
schluss,2,155,3.9377,1.3219,7.2028,5.9377
wagen,2,156,3.9284,1.3213,7.1786,5.9284
ausserdem,2,159,3.901,1.3195,7.1069,5.901
januar,2,160,3.8919,1.3189,7.0834,5.8919
dank,2,163,3.8651,1.3172,7.0137,5.8651
ges,2,164,3.8563,1.3166,6.9907,5.8563
doh,2,167,3.8301,1.3148,6.9228,5.8301
öffentlichen,2,171,3.796,1.3124,6.8343,5.796
letzten,2,171,3.796,1.3124,6.8343,5.796
scheint,2,171,3.796,1.3124,6.8343,5.796
bau,2,171,3.796,1.3124,6.8343,5.796
schwer,2,172,3.7876,1.3118,6.8125,5.7876
rat,2,175,3.7626,1.31,6.748,5.7626
liess,2,179,3.73,1.3076,6.6638,5.73
dent,2,180,3.722,1.307,6.6431,5.722
jeht,2,181,3.714,1.3064,6.6225,5.714
später,2,181,3.714,1.3064,6.6225,5.714
gestellt,2,182,3.706,1.3058,6.602,5.706
polizei,2,185,3.6825,1.3041,6.5413,5.6825
zahlen,2,189,3.6516,1.3017,6.462,5.6516
guten,2,189,3.6516,1.3017,6.462,5.6516
erscheint,2,190,3.644,1.3011,6.4425,5.644
osnabrüc,2,190,3.644,1.3011,6.4425,5.644
wäcter,2,196,3.5991,1.2975,6.3276,5.5991
damen,2,204,3.5414,1.2928,6.1802,5.5414
hohen,2,211,3.4927,1.2886,6.0564,5.4927
redaktion,2,211,3.4927,1.2886,6.0564,5.4927
wege,2,218,3.4457,1.2844,5.937,5.4457
sicher,2,220,3.4325,1.2832,5.9037,5.4325
anzeigen,2,222,3.4194,1.282,5.8707,5.4194
alte,2,226,3.3937,1.2797,5.8057,5.3937
daher,2,241,3.3009,1.2707,5.5728,5.3009
stand,2,245,3.2772,1.2683,5.5134,5.2772
wenig,2,247,3.2655,1.2671,5.4841,5.2655
besser,2,258,3.2026,1.2606,5.3277,5.2026
ging,2,279,3.0897,1.2481,5.0488,5.0897
nen,2,289,3.0389,1.2421,4.9243,5.0389
beamten,2,314,2.9192,1.2273,4.6334,4.9192
freie,2,332,2.8388,1.2165,4.4401,4.8388
telefon,2,335,2.8258,1.2148,4.409,4.8258
