transition,term,abs_a,abs_b,pmio_a,pmio_b,pmio_diff,g2,direction,rank_aufsteiger,rank_absteiger
1930→1931,lungenstation,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,hochgefühl,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,bodenfläche,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,zweiggesch,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,aussteigen,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,pogoreloff,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,seel,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,lieblinge,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,chaplin,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,kuvert,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,anhaltisch,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,venenentzündung,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,vorstadt,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,loge,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,scheck,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,kühlhaus,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,rosenstock,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,horchen,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,anfall,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,revolutionsperiode,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,knarr,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,bronchialkatarrh,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,erdbeben,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,raygras,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,heisler,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,leistungswährung,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,mißtrauisch,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,pleß,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,kellensmann,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,freytag,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,privatpatient,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,schlageter,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,tanganjika,0,5,0.0,37.84,37.84,-11.0363,Aufsteiger,422,10253
1930→1931,sinken,27,32,101.41,242.19,140.78,-11.0266,Aufsteiger,505,10252
1930→1931,dick,31,35,116.44,264.9,148.46,-10.9866,Aufsteiger,506,10251
1930→1931,bekommen,282,191,1059.2,1445.6,386.4,-10.771,Aufsteiger,507,10250
1930→1931,dorf,15,22,56.34,166.51,110.17,-10.6889,Aufsteiger,508,10248
1930→1931,flasche,15,22,56.34,166.51,110.17,-10.6889,Aufsteiger,508,10248
1930→1931,geschichte,72,63,270.43,476.82,206.39,-10.5382,Aufsteiger,510,10247
1930→1931,bezugspreise,3,10,11.27,75.69,64.42,-10.4452,Aufsteiger,511,10238
1930→1931,morgen,3,10,11.27,75.69,64.42,-10.4452,Aufsteiger,511,10238
1930→1931,quartier,3,10,11.27,75.69,64.42,-10.4452,Aufsteiger,511,10238
1930→1931,vierteljahr,3,10,11.27,75.69,64.42,-10.4452,Aufsteiger,511,10238
1930→1931,schmecken,3,10,11.27,75.69,64.42,-10.4452,Aufsteiger,511,10238
1930→1931,münze,3,10,11.27,75.69,64.42,-10.4452,Aufsteiger,511,10238
1930→1931,zunam,3,10,11.27,75.69,64.42,-10.4452,Aufsteiger,511,10238
1930→1931,siedler,3,10,11.27,75.69,64.42,-10.4452,Aufsteiger,511,10238
1930→1931,rheuma,3,10,11.27,75.69,64.42,-10.4452,Aufsteiger,511,10238
1930→1931,paragraph,50,48,187.8,363.29,175.49,-10.4312,Aufsteiger,520,10237
1930→1931,lang,116,91,435.7,688.74,253.04,-10.4173,Aufsteiger,521,10236
1930→1931,klappen,13,20,48.83,151.37,102.54,-10.3714,Aufsteiger,522,10235
1930→1931,fangen,19,25,71.36,189.21,117.85,-10.3188,Aufsteiger,523,10234
1930→1931,befehlen,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,gliedern,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,marienkirche,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,demagog,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,hereingefallen,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,backe,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,kahn,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,zahlungsmittel,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,blinde,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,mariengemeinde,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,ermahnen,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,wandeln,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,wohltätig,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,emsländisch,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,verpachten,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,beschießen,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,bohnenkaffee,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,nervenleiden,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,koblenz,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,rettend,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,schicksalsgemeinschaft,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,rheumatismus,1,7,3.76,52.98,49.22,-10.2285,Aufsteiger,524,10212
1930→1931,kredit,49,47,184.05,355.72,171.67,-10.1913,Aufsteiger,546,10211
1930→1931,attentat,4,11,15.02,83.25,68.23,-10.1063,Aufsteiger,547,10208
1930→1931,zerfallen,4,11,15.02,83.25,68.23,-10.1063,Aufsteiger,547,10208
1930→1931,hungernd,4,11,15.02,83.25,68.23,-10.1063,Aufsteiger,547,10208
1930→1931,ziel,109,86,409.41,650.9,241.49,-10.067,Aufsteiger,550,10207
1930→1931,stamm,10,17,37.56,128.67,91.11,-9.9889,Aufsteiger,551,10205
1930→1931,ausländer,10,17,37.56,128.67,91.11,-9.9889,Aufsteiger,551,10205
1930→1931,erschüttern,17,23,63.85,174.08,110.23,-9.9202,Aufsteiger,553,10204
1930→1931,erzählung,5,12,18.78,90.82,72.04,-9.9199,Aufsteiger,554,10198
1930→1931,papst,5,12,18.78,90.82,72.04,-9.9199,Aufsteiger,554,10198
1930→1931,entrichten,5,12,18.78,90.82,72.04,-9.9199,Aufsteiger,554,10198
1930→1931,wache,5,12,18.78,90.82,72.04,-9.9199,Aufsteiger,554,10198
1930→1931,häuschen,5,12,18.78,90.82,72.04,-9.9199,Aufsteiger,554,10198
1930→1931,haufen,5,12,18.78,90.82,72.04,-9.9199,Aufsteiger,554,10198
1930→1931,eintragen,9,16,33.8,121.1,87.3,-9.899,Aufsteiger,560,10196
1930→1931,rollen,9,16,33.8,121.1,87.3,-9.899,Aufsteiger,560,10196
1930→1931,vorhang,6,13,22.54,98.39,75.85,-9.8313,Aufsteiger,562,10195
1930→1931,pferd,30,33,112.68,249.76,137.08,-9.8251,Aufsteiger,563,10193
1930→1931,schriftl,30,33,112.68,249.76,137.08,-9.8251,Aufsteiger,563,10193
1930→1931,raub,7,14,26.29,105.96,79.67,-9.8099,Aufsteiger,565,10192
1930→1931,fein,94,76,353.07,575.21,222.14,-9.7524,Aufsteiger,566,10191
1930→1931,verfasser,37,38,138.97,287.61,148.64,-9.7381,Aufsteiger,567,10190
1930→1931,schlagvorderstraße,15,21,56.34,158.94,102.6,-9.5401,Aufsteiger,568,10189
1930→1931,schreiben,367,236,1378.46,1786.19,407.73,-9.4556,Aufsteiger,569,10188
1930→1931,schwer,243,165,912.71,1248.82,336.11,-9.444,Aufsteiger,570,10187
1930→1931,zwölf,32,34,120.19,257.33,137.14,-9.403,Aufsteiger,571,10186
1930→1931,stürzen,24,28,90.14,211.92,121.78,-9.3672,Aufsteiger,572,10185
1930→1931,erscheinend,14,20,52.58,151.37,98.79,-9.3592,Aufsteiger,573,10183
1930→1931,golden,14,20,52.58,151.37,98.79,-9.3592,Aufsteiger,573,10183
1930→1931,heutig,142,105,533.36,794.7,261.34,-9.3585,Aufsteiger,575,10182
1930→1931,polen,28,31,105.17,234.63,129.46,-9.3534,Aufsteiger,576,10181
1930→1931,haarausfall,2,8,7.51,60.55,53.04,-9.262,Aufsteiger,577,10171
1930→1931,fünfjahresplan,2,8,7.51,60.55,53.04,-9.262,Aufsteiger,577,10171
1930→1931,zucker,2,8,7.51,60.55,53.04,-9.262,Aufsteiger,577,10171
1930→1931,hirtsiefer,2,8,7.51,60.55,53.04,-9.262,Aufsteiger,577,10171
1930→1931,messe,2,8,7.51,60.55,53.04,-9.262,Aufsteiger,577,10171
1930→1931,sauerkraut,2,8,7.51,60.55,53.04,-9.262,Aufsteiger,577,10171
1930→1931,priv,2,8,7.51,60.55,53.04,-9.262,Aufsteiger,577,10171
1930→1931,ufer,2,8,7.51,60.55,53.04,-9.262,Aufsteiger,577,10171
1930→1931,eingeleitet,2,8,7.51,60.55,53.04,-9.262,Aufsteiger,577,10171
1930→1931,loswerden,2,8,7.51,60.55,53.04,-9.262,Aufsteiger,577,10171
1930→1931,bund,19,24,71.36,181.65,110.29,-9.2597,Aufsteiger,587,10169
1930→1931,machthaber,19,24,71.36,181.65,110.29,-9.2597,Aufsteiger,587,10169
1930→1931,demnächst,23,27,86.39,204.35,117.96,-9.1389,Aufsteiger,589,10168
1930→1931,befehl,27,30,101.41,227.06,125.65,-9.1181,Aufsteiger,590,10167
1930→1931,mittl,18,23,67.61,174.08,106.47,-9.0476,Aufsteiger,591,10165
1930→1931,sommergerst,18,23,67.61,174.08,106.47,-9.0476,Aufsteiger,591,10165
1930→1931,bezugspreis,12,18,45.07,136.23,91.16,-9.0216,Aufsteiger,593,10163
1930→1931,bausparkasse,12,18,45.07,136.23,91.16,-9.0216,Aufsteiger,593,10163
1930→1931,heben,34,35,127.7,264.9,137.2,-9.0172,Aufsteiger,595,10162
1930→1931,versammlung,96,76,360.58,575.21,214.63,-9.0128,Aufsteiger,596,10161
1930→1931,schauen,22,26,82.63,196.78,114.15,-8.9116,Aufsteiger,597,10160
1930→1931,breslau,37,37,138.97,280.04,141.07,-8.9036,Aufsteiger,598,10159
1930→1931,bezahlen,167,119,627.26,900.66,273.4,-8.8742,Aufsteiger,599,10158
1930→1931,bestellung,11,17,41.32,128.67,87.35,-8.8686,Aufsteiger,600,10156
1930→1931,kerl,11,17,41.32,128.67,87.35,-8.8686,Aufsteiger,600,10156
1930→1931,magenbitter,17,22,63.85,166.51,102.66,-8.8385,Aufsteiger,602,10155
1930→1931,tisch,40,39,150.24,295.18,144.94,-8.8172,Aufsteiger,603,10154
1930→1931,begegnen,3,9,11.27,68.12,56.85,-8.7872,Aufsteiger,604,10144
1930→1931,gliederung,3,9,11.27,68.12,56.85,-8.7872,Aufsteiger,604,10144
1930→1931,lindern,3,9,11.27,68.12,56.85,-8.7872,Aufsteiger,604,10144
1930→1931,gemütsdepression,3,9,11.27,68.12,56.85,-8.7872,Aufsteiger,604,10144
1930→1931,lustspiel,3,9,11.27,68.12,56.85,-8.7872,Aufsteiger,604,10144
1930→1931,spezialist,3,9,11.27,68.12,56.85,-8.7872,Aufsteiger,604,10144
1930→1931,verrückt,3,9,11.27,68.12,56.85,-8.7872,Aufsteiger,604,10144
1930→1931,fläche,3,9,11.27,68.12,56.85,-8.7872,Aufsteiger,604,10144
1930→1931,schwächen,3,9,11.27,68.12,56.85,-8.7872,Aufsteiger,604,10144
1930→1931,tiefstand,3,9,11.27,68.12,56.85,-8.7872,Aufsteiger,604,10144
1930→1931,gewinnen,64,55,240.39,416.27,175.88,-8.6934,Aufsteiger,614,10143
1930→1931,sommergerste,21,25,78.88,189.21,110.33,-8.6855,Aufsteiger,615,10142
1930→1931,müssen,276,182,1036.66,1377.48,340.82,-8.6751,Aufsteiger,616,10141
1930→1931,ursache,58,51,217.85,386.0,168.15,-8.66,Aufsteiger,617,10140
1930→1931,nachher,25,28,93.9,211.92,118.02,-8.6487,Aufsteiger,618,10139
1930→1931,genehmigung,9,15,33.8,113.53,79.73,-8.6075,Aufsteiger,619,10136
1930→1931,willkommen,9,15,33.8,113.53,79.73,-8.6075,Aufsteiger,619,10136
1930→1931,verloren,9,15,33.8,113.53,79.73,-8.6075,Aufsteiger,619,10136
1930→1931,dienstags,4,10,15.02,75.69,60.67,-8.5449,Aufsteiger,622,10128
1930→1931,bohmterstr,4,10,15.02,75.69,60.67,-8.5449,Aufsteiger,622,10128
1930→1931,ausbrechen,4,10,15.02,75.69,60.67,-8.5449,Aufsteiger,622,10128
1930→1931,schiff,4,10,15.02,75.69,60.67,-8.5449,Aufsteiger,622,10128
1930→1931,umstellen,4,10,15.02,75.69,60.67,-8.5449,Aufsteiger,622,10128
1930→1931,festlichkeite,4,10,15.02,75.69,60.67,-8.5449,Aufsteiger,622,10128
1930→1931,verwirrung,4,10,15.02,75.69,60.67,-8.5449,Aufsteiger,622,10128
1930→1931,tracht,4,10,15.02,75.69,60.67,-8.5449,Aufsteiger,622,10128
1930→1931,rufen,80,65,300.48,491.96,191.48,-8.4908,Aufsteiger,630,10127
1930→1931,links,20,24,75.12,181.65,106.53,-8.4607,Aufsteiger,631,10126
1930→1931,probieren,7,13,26.29,98.39,72.1,-8.4383,Aufsteiger,632,10122
1930→1931,wüste,7,13,26.29,98.39,72.1,-8.4383,Aufsteiger,632,10122
1930→1931,schlaf,7,13,26.29,98.39,72.1,-8.4383,Aufsteiger,632,10122
1930→1931,veranlagung,7,13,26.29,98.39,72.1,-8.4383,Aufsteiger,632,10122
1930→1931,ingenieur,5,11,18.78,83.25,64.47,-8.4349,Aufsteiger,636,10118
1930→1931,fällig,5,11,18.78,83.25,64.47,-8.4349,Aufsteiger,636,10118
1930→1931,hieraus,5,11,18.78,83.25,64.47,-8.4349,Aufsteiger,636,10118
1930→1931,moos,5,11,18.78,83.25,64.47,-8.4349,Aufsteiger,636,10118
1930→1931,minute,35,35,131.46,264.9,133.44,-8.4222,Aufsteiger,640,10117
1930→1931,verband,54,48,202.83,363.29,160.46,-8.4216,Aufsteiger,641,10116
1930→1931,wert,127,94,477.02,711.45,234.43,-8.4148,Aufsteiger,642,10115
1930→1931,wirt,24,27,90.14,204.35,114.21,-8.4147,Aufsteiger,643,10114
1930→1931,geselle,6,12,22.54,90.82,68.28,-8.4084,Aufsteiger,644,10112
1930→1931,affäre,6,12,22.54,90.82,68.28,-8.4084,Aufsteiger,644,10112
1930→1931,mann,450,279,1690.21,2111.64,421.43,-8.3877,Aufsteiger,646,10111
1930→1931,granate,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,bulgarien,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,aufzeichnung,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,abendländisch,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,schalten,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,erdteil,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,bohne,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,achmer,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,pressedienst,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,krähe,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,komm,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,postanstalt,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,tonart,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,überwachen,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,gleichgewicht,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,speck,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,einlösung,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,gulaschkanone,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,leffer,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,heimweg,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,stab,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,schornstein,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,ärgernis,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,bluttee,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,teller,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,knigge,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,präsidium,1,6,3.76,45.41,41.65,-8.3079,Aufsteiger,647,10084
1930→1931,jahr,41,39,154.0,295.18,141.18,-8.2741,Aufsteiger,674,10083
1930→1931,herz,103,79,386.87,597.92,211.05,-8.2562,Aufsteiger,675,10082
1930→1931,geheimnis,19,23,71.36,174.08,102.72,-8.2374,Aufsteiger,676,10081
1930→1931,nichtjude,14,19,52.58,143.8,91.22,-8.2342,Aufsteiger,677,10079
1930→1931,springen,14,19,52.58,143.8,91.22,-8.2342,Aufsteiger,677,10079
1930→1931,schlag,27,29,101.41,219.49,118.08,-8.2105,Aufsteiger,679,10078
1930→1931,machen,53,47,199.07,355.72,156.65,-8.188,Aufsteiger,680,10077
1930→1931,denken,272,178,1021.64,1347.21,325.57,-8.0624,Aufsteiger,681,10076
1930→1931,moskau,13,18,48.83,136.23,87.4,-8.043,Aufsteiger,682,10075
1930→1931,eins,18,22,67.61,166.51,98.9,-8.0159,Aufsteiger,683,10074
1930→1931,staat,354,224,1329.63,1695.36,365.73,-7.9488,Aufsteiger,684,10073
1930→1931,fallen,198,135,743.69,1021.76,278.07,-7.9155,Aufsteiger,685,10072
1930→1931,heftig,17,21,63.85,158.94,95.09,-7.7964,Aufsteiger,686,10071
1930→1931,besitzen,54,47,202.83,355.72,152.89,-7.7329,Aufsteiger,687,10070
1930→1931,meist,45,41,169.02,310.31,141.29,-7.7307,Aufsteiger,688,10069
1930→1931,entgegen,48,43,180.29,325.45,145.16,-7.7204,Aufsteiger,689,10068
1930→1931,tuberkulose,21,24,78.88,181.65,102.77,-7.7163,Aufsteiger,690,10067
1930→1931,paragraphen,11,16,41.32,121.1,79.78,-7.6831,Aufsteiger,691,10066
1930→1931,andererseits,28,29,105.17,219.49,114.32,-7.5762,Aufsteiger,692,10064
1930→1931,blick,28,29,105.17,219.49,114.32,-7.5762,Aufsteiger,692,10064
1930→1931,gröner,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,ritter,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,abliefern,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,kulturstaat,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,verkehrsunfall,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,allesamt,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,werthauer,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,lachend,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,entlang,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,ladenpreis,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,sanitätsrat,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,thron,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,kleben,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,großhändler,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,organist,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,gespenst,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,auswuchs,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,wärme,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,bezirksschornsteinfeger,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,rellensmann,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,einwendung,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,veranlagen,2,7,7.51,52.98,45.47,-7.528,Aufsteiger,694,10042
1930→1931,fressen,10,15,37.56,113.53,75.97,-7.5179,Aufsteiger,716,10040
1930→1931,brücke,10,15,37.56,113.53,75.97,-7.5179,Aufsteiger,716,10040
1930→1931,streng,41,38,154.0,287.61,133.61,-7.5169,Aufsteiger,718,10039
1930→1931,gewöhnlich,24,26,90.14,196.78,106.64,-7.4971,Aufsteiger,719,10038
1930→1931,bolschewismus,20,23,75.12,174.08,98.96,-7.485,Aufsteiger,720,10036
1930→1931,natur,20,23,75.12,174.08,98.96,-7.485,Aufsteiger,720,10036
1930→1931,sagen,438,269,1645.14,2035.95,390.81,-7.4442,Aufsteiger,722,10035
1930→1931,kennen,188,128,706.13,968.78,262.65,-7.4425,Aufsteiger,723,10034
1930→1931,schaffung,9,14,33.8,105.96,72.16,-7.3662,Aufsteiger,724,10032
1930→1931,weltgeschichte,9,14,33.8,105.96,72.16,-7.3662,Aufsteiger,724,10032
1930→1931,kriegen,15,19,56.34,143.8,87.46,-7.365,Aufsteiger,726,10031
1930→1931,behandeln,88,68,330.53,514.66,184.13,-7.3273,Aufsteiger,727,10030
1930→1931,tief,93,71,349.31,537.37,188.06,-7.2774,Aufsteiger,728,10029
1930→1931,mieten,3,8,11.27,60.55,49.28,-7.185,Aufsteiger,729,10021
1930→1931,berufsmusiker,3,8,11.27,60.55,49.28,-7.185,Aufsteiger,729,10021
1930→1931,himmelschreiend,3,8,11.27,60.55,49.28,-7.185,Aufsteiger,729,10021
1930→1931,gottlos,3,8,11.27,60.55,49.28,-7.185,Aufsteiger,729,10021
1930→1931,überfallen,3,8,11.27,60.55,49.28,-7.185,Aufsteiger,729,10021
1930→1931,leutnant,3,8,11.27,60.55,49.28,-7.185,Aufsteiger,729,10021
1930→1931,ländlich,3,8,11.27,60.55,49.28,-7.185,Aufsteiger,729,10021
1930→1931,musikdirektor,3,8,11.27,60.55,49.28,-7.185,Aufsteiger,729,10021
1930→1931,vieh,14,18,52.58,136.23,83.65,-7.154,Aufsteiger,737,10019
1930→1931,herum,14,18,52.58,136.23,83.65,-7.154,Aufsteiger,737,10019
1930→1931,butter,7,12,26.29,90.82,64.53,-7.1206,Aufsteiger,739,10015
1930→1931,ablauf,7,12,26.29,90.82,64.53,-7.1206,Aufsteiger,739,10015
1930→1931,fridericus,7,12,26.29,90.82,64.53,-7.1206,Aufsteiger,739,10015
1930→1931,demagogie,7,12,26.29,90.82,64.53,-7.1206,Aufsteiger,739,10015
1930→1931,reiten,6,11,22.54,83.25,60.71,-7.0411,Aufsteiger,743,10007
1930→1931,vorliebe,6,11,22.54,83.25,60.71,-7.0411,Aufsteiger,743,10007
1930→1931,fünfzig,6,11,22.54,83.25,60.71,-7.0411,Aufsteiger,743,10007
1930→1931,spießer,6,11,22.54,83.25,60.71,-7.0411,Aufsteiger,743,10007
1930→1931,walde,6,11,22.54,83.25,60.71,-7.0411,Aufsteiger,743,10007
1930→1931,mitleid,6,11,22.54,83.25,60.71,-7.0411,Aufsteiger,743,10007
1930→1931,jammer,6,11,22.54,83.25,60.71,-7.0411,Aufsteiger,743,10007
1930→1931,einkommensteuer,6,11,22.54,83.25,60.71,-7.0411,Aufsteiger,743,10007
1930→1931,löwe,4,9,15.02,68.12,53.1,-7.0409,Aufsteiger,751,9996
1930→1931,gewährung,4,9,15.02,68.12,53.1,-7.0409,Aufsteiger,751,9996
1930→1931,städter,4,9,15.02,68.12,53.1,-7.0409,Aufsteiger,751,9996
1930→1931,nachgehen,4,9,15.02,68.12,53.1,-7.0409,Aufsteiger,751,9996
1930→1931,präparat,4,9,15.02,68.12,53.1,-7.0409,Aufsteiger,751,9996
1930→1931,verordnen,4,9,15.02,68.12,53.1,-7.0409,Aufsteiger,751,9996
1930→1931,erkrankung,4,9,15.02,68.12,53.1,-7.0409,Aufsteiger,751,9996
1930→1931,stundenlang,4,9,15.02,68.12,53.1,-7.0409,Aufsteiger,751,9996
1930→1931,erbitterung,4,9,15.02,68.12,53.1,-7.0409,Aufsteiger,751,9996
1930→1931,volksgemeinschaft,4,9,15.02,68.12,53.1,-7.0409,Aufsteiger,751,9996
1930→1931,mühelos,4,9,15.02,68.12,53.1,-7.0409,Aufsteiger,751,9996
1930→1931,einziehen,18,21,67.61,158.94,91.33,-7.0252,Aufsteiger,762,9995
1930→1931,weniger,42,38,157.75,287.61,129.86,-7.0226,Aufsteiger,763,9994
1930→1931,fluch,5,10,18.78,75.69,56.91,-7.0069,Aufsteiger,764,9992
1930→1931,niere,5,10,18.78,75.69,56.91,-7.0069,Aufsteiger,764,9992
1930→1931,stettin,29,29,108.92,219.49,110.57,-6.9782,Aufsteiger,766,9991
1930→1931,augenblick,62,51,232.87,386.0,153.13,-6.9608,Aufsteiger,767,9990
1930→1931,zigarette,13,17,48.83,128.67,79.84,-6.9469,Aufsteiger,768,9985
1930→1931,aufstehen,13,17,48.83,128.67,79.84,-6.9469,Aufsteiger,768,9985
1930→1931,referendar,13,17,48.83,128.67,79.84,-6.9469,Aufsteiger,768,9985
1930→1931,bünemann,13,17,48.83,128.67,79.84,-6.9469,Aufsteiger,768,9985
1930→1931,ernähren,13,17,48.83,128.67,79.84,-6.9469,Aufsteiger,768,9985
1930→1931,meistens,35,33,131.46,249.76,118.3,-6.8388,Aufsteiger,773,9984
1930→1931,zentrumspartei,17,20,63.85,151.37,87.52,-6.797,Aufsteiger,774,9983
