jahr,dateiname,anker,begriffe,zitat
1929,OCR 20. Ausgabe.txt,jüdischen,"geschäft, geld, konkurrenz","nehmen, das dem Eingeweihten bekannte Bild, daß die deutschen Geschäftsleute besonders unter dem „Geldmangel“ zu leiden haben und infolgedessen der jüdischen Konkurrenz nie gewachsen sind. Abwehrmaßnahmen können und müssen von der deutschen Geschäftswelt getroffen werden und wirksam sein, wenn jeder deutsche"
1929,OCR 20. Ausgabe.txt,jüdischen,"geschäft, bank","Geschäftswelt getroffen werden und wirksam sein, wenn jeder deutsche Geschäftsmann, Handwerker und Landwirt den ersten Grundsatz befolgt: Keinen Pfennig den jüdischen Banken und den von ihnen beeinflußten Bankinstituten, die lediglich deutsche Direktoren anstellen, aber nur nach den ihnen von den jüdischen"
1929,OCR 20. Ausgabe.txt,jüdischen,"kaufen, bank","jüdischen Banken und den von ihnen beeinflußten Bankinstituten, die lediglich deutsche Direktoren anstellen, aber nur nach den ihnen von den jüdischen Aufsichtsräten erteilten Richtlinien arbeiten müssen. Genau wie vom kaufenden Publikum verlangt wird, daß es nicht vom Juden kaufen soll, genau"
1929,OCR 20. Ausgabe.txt,Juden,"geschäft, kaufen, bank","ihnen von den jüdischen Aufsichtsräten erteilten Richtlinien arbeiten müssen. Genau wie vom kaufenden Publikum verlangt wird, daß es nicht vom Juden kaufen soll, genau so muß vom Geschäftsmann verlangt werden, daß er unter keinen Umständen mit Banken arbeitet, die seinem eigenen"
1929,OCR 21. Ausgabe.txt,Juden,geschäft,"an bestimmter Stelle übernehmen wir keine Gewähr. Geschäftsstelle: Osnabrück, Großestraße 66. Postscheckkonto: Hannover 70399. – Telefon Nr. 6607. Araber gegen Juden. Die Heimatverteidigung der Araber. Betrachtungen zum zionistischen Araberprogramm in Palästina. Als dem „koscheren“ englischen Botschafter in Petersburg, Buchanan, und den"
1929,OCR 21. Ausgabe.txt,jüdischen,finanz,"gleich, den Völkern der Erde zum Fluch zu werden. In unserem Zeitalter der Humanität, wo im Interesse von ein paar jüdischen Finanzhyänen ein ganzes Volk abgeschlachtet und ein anderes für 60 Jahre versklavt wird, hat man sich trotz paneuropäischer Träumereien und"
1929,OCR 21. Ausgabe.txt,jüdischen,finanz,"Finanzjuden maßregeln lassen muß, wie erhebliche britische Streitkräfte im schleunigsten Tempo von Aegypten und Malta nach Palästina zum Schutz der jüdischen Eindringlinge in Bewegung gesetzt werden. Die Kommunisten, die sich sonst überall als die Beschützer der unterdrückten Kolonialvölker aufspielen – ungeachtet"
1929,OCR 21. Ausgabe.txt,jüdischen,finanz,"Faschisten, um dann um so heftiger über den englischen Imperialismus zu wettern. Nein, ganz Israel bürgt für einander! Und die jüdischen Lords, Finanzfürsten und Zeitungskönige, die alle so restlos international sind, und stumm bleiben, wenn Rußland in ein Massengrab verwandelt wird,"
1929,OCR 21. Ausgabe.txt,jüdischen,kapital,"liebe Scheidemann war aus ganz anderen Gründen in Rottach. Er wohnte als gern gesehener und hoch willkommener Gast bei dem jüdischen Villenbesitzer Reinhardt und verkehrte, vermutlich um das Alkohol-Kapital zu bekämpfen, aufs das freundschaftlichste mit dem Brauereidirektor Stöttner aus Augsburg. Hoffentlich"
1929,OCR 21. Ausgabe.txt,jüdischer,warenhaus,"bei Festlegung des Wortlautes waren, und nicht gegen die öffentlichen Interessen verstieß. Wahrscheinlich fürchteten die Inseratenchefs einen Rückgang der Inserate jüdischer Warenhäuser. Dieses ist bei der Aufdringlichkeit der Juden, und der Notwendigkeit, der Kundschaft in marktschreierischer Weise ihre minderwertige Ware auf"
1929,OCR 21. Ausgabe.txt,Juden,warenhaus,"die öffentlichen Interessen verstieß. Wahrscheinlich fürchteten die Inseratenchefs einen Rückgang der Inserate jüdischer Warenhäuser. Dieses ist bei der Aufdringlichkeit der Juden, und der Notwendigkeit, der Kundschaft in marktschreierischer Weise ihre minderwertige Ware auf den Hals zu reden, bestimmt nicht zu befürchten."
1929,OCR 21. Ausgabe.txt,jüdischer,warenhaus,"Schönheitsempfinden des Bauamts abgeändert sein und er darf dann dem Magistrat eine von diesem festgesetzte Gebühr zahlen. Wenn aber ein jüdischer Kasten in der Hauptgeschäftsstraße, der sich Warenhaus schimpft, gleich 20 oder 30 Schilder mit orientalischen Mißgestalten an sämtliche Fenster und"
1929,OCR 21. Ausgabe.txt,Juden,warenhaus,"der Schönheitssinn des Hochbauamtes und die Störung des Straßenbildes? Hält man das für eine Verschönerung, nur weil sie von den Juden angebracht ist? Es sollte uns nicht wundern, wenn nächstens die Bilder der orientalischen Inhaber des Warenhauses an denselben Stellen überlebensgroß"
1929,OCR 21. Ausgabe.txt,jüdische,warenhaus,"wundern, wenn nächstens die Bilder der orientalischen Inhaber des Warenhauses an denselben Stellen überlebensgroß angebracht werden. In Berlin veranstaltete der jüdische Inhaber einer Roßschlachterei ebenfalls „Weiße Woche“. Auf die erstaunten Fragen seiner Kundschaft erklärte er, daß er in dieser Woche nur"
1929,OCR 22. Ausgabe.txt,Juden,finanz,"der Finanzadler den Schnabel so weit aufreißt, war nicht vorhanden, wahrscheinlich konnten es sich die meisten Besucher aber denken. R. Juden und Deutsche. In Deutschland gibt es ein Komitee zur Förderung der jüdischen Ansiedlung in Palästina, dessen Vorsitzender der frühere Botschafter"
1929,OCR 22. Ausgabe.txt,Jude,finanz,"in den Dienst der Republik als Beamter übernommen werden konnte und zwar von einem Finanzminister der Republik, der noch dazu Jude ist. Der Dem. Gen.-Anz. gibt damit zu, daß ein Jude kein deutscher ist und daß er es gefährlich für die"
1929,OCR 22. Ausgabe.txt,Jude,finanz,"und zwar von einem Finanzminister der Republik, der noch dazu Jude ist. Der Dem. Gen.-Anz. gibt damit zu, daß ein Jude kein deutscher ist und daß er es gefährlich für die jüdische Republik hält, ehrliche deutsche Männer etwas werden zu lassen."
1929,OCR 22. Ausgabe.txt,jüdische,warenhaus,"Sept. 1929! Sehr geehrter Herr Dr. Schierbaum! Wie regelt sich eigentlich die Vergebung von Lieferungen und Arbeitsleistungen für Behörden? Werden jüdische Warenhäuser bevorzugt und berücksichtigt? Können auch Verwandte und gute Bekannte, die in einem gutgepflegten Verhältnis zu den fragl. Beamten stehen,"
1929,OCR 23. Ausgabe.txt,Juden,geld,"Arbeit unserer Bürgervorsteher. [Artikel 3] Halten Sie Ihr Geld fest! Ein Fridericus-Leser stöhnt: „Jedoch die Welt ist voller Leute, Vorherrschend Juden, Weiber, Christen, Die Dich ganz redlich überlisten Und die, anstatt Dir was zu schenken, Wie Du wohl möchtest, nicht dran"
1929,OCR 23. Ausgabe.txt,jüdischen,kaufen,"Oktober 1929. [Datum evtl. Druckfehler im Original, da Ausgabe vom Sept.] Sehr geehrte Redaktion! Ihr Kampf gegen die Profitgier der jüdischen Kaufmannschaft findet überall Dank. Viele scheuen sich, mit Ihnen in diesem Kampf zusammenzugehen, haben aber im Stillen sich froh, dass"
1929,OCR 23. Ausgabe.txt,Juden,geschäft,"Ihre Propaganda viele Kunden wegbleiben. Auch senden viele Christen hier werden. Jede Weihnachten kränke ich mich als Christ, wenn die Juden zu Geschäftszwecken den Christbaum, die Engel usw. ins Schaufenster stellen. Das sollten wir uns nicht gefallen lassen; aber die Judenschaft"
1929,OCR 23. Ausgabe.txt,jüdischen,"geld, kaufen","vor nichts aus Profitgier und freut sich beim Christbaum über die fetten Weihnachtseinnahmen. So machen sie es auch mit den jüdischen Feiertagen, und machen an dem Herbstneujahr und Versöhnungstag ihre Schachergeschäfte auf; denn Geld ist beim Juden alles. Kauft nicht bei"
1929,OCR 23. Ausgabe.txt,Juden,"geld, kaufen","es auch mit den jüdischen Feiertagen, und machen an dem Herbstneujahr und Versöhnungstag ihre Schachergeschäfte auf; denn Geld ist beim Juden alles. Kauft nicht bei Juden! Möge Ihr Ruf, geehrte Redaktion, überall befolgt werden. Hochachtungsvoll Ein Osnabrücker Christ. [Artikel 6] Wann"
1929,OCR 23. Ausgabe.txt,Juden,"geld, kaufen","Feiertagen, und machen an dem Herbstneujahr und Versöhnungstag ihre Schachergeschäfte auf; denn Geld ist beim Juden alles. Kauft nicht bei Juden! Möge Ihr Ruf, geehrte Redaktion, überall befolgt werden. Hochachtungsvoll Ein Osnabrücker Christ. [Artikel 6] Wann kommt endlich die lang ersehnte"
1929,OCR 23. Ausgabe.txt,Juden,geld,"Folgen sich bis auf den „Centralverein deutscher Staatsbürger jüdischen Glaubens“, Ortsgruppe Osnabrück, nachweislich auswirkten. Der Pastor Flemming erzählte, wie die Juden die Sehnsucht hätten, nach Palästina zu kommen, um dort ihr nationales Reich wieder aufzurichten. Dass aber trotz reichlicher Geldzuschüsse von"
1929,OCR 23. Ausgabe.txt,Juden,geld,"Palästina zu kommen, um dort ihr nationales Reich wieder aufzurichten. Dass aber trotz reichlicher Geldzuschüsse von der Gesamtzahl von 18.000.000 Juden heute noch nicht einmal 1 Prozent in Palästina ist und dass sogar das zionistische Familienblatt den faulen jüdischen Siedlern die"
1929,OCR 23. Ausgabe.txt,Juden,finanz,arbeitet die Regierung unserer glorreichen Republik planmäßig auf eine Herabsetzung der Rentenansprüche hin. Dabei werden die Arbeitsmöglichkeiten immer geringer. Dem Juden geht’s immer besser. Es wird anders im Dritten Reich. Die Stadt Breslau steht am Ende ihrer Finanzkraft. Alle Berliner Stellen
1929,OCR 23. Ausgabe.txt,Jude,"geschäft, kaufen","abzulehnen. Wir gehen herrlichen Zeiten entgegen. Im [Schinkel?] wurden die Waren eines Geschäftes zwangsversteigert. Wert 4000 Mark. Käufer soll der Jude Samson David auf der Krahnstraße geworden sein um 1000 Mark. Wenn der Jude billiger verkauft als der Christ, dann ist"
1929,OCR 23. Ausgabe.txt,Jude,kaufen,"zwangsversteigert. Wert 4000 Mark. Käufer soll der Jude Samson David auf der Krahnstraße geworden sein um 1000 Mark. Wenn der Jude billiger verkauft als der Christ, dann ist irgendwo einem Christen der Hals umgedreht. Die Stadt Kassel, wo Herr Scheidemann einmal"
1929,OCR 24. Ausgabe.txt,jüdischen,finanz,"Belieben machen können. Wenn dort nun das Gold festgehalten wird, dann steigt der Preis des Goldes. Amerika, der Sitz des jüdischen Finanzmachtzentrums, kann ohne eigene Deflationsgefahren den Goldpreis steigern, denn Amerika selbst hat keine Goldwährung. Seit 1924, als das Gebäude der"
1929,OCR 24. Ausgabe.txt,jüdischen,"kapital, bank","und Rentnerschicht mehr gibt, die man durch eine neue Inflation hätte enteignen können. Die alleinige Kapitalmacht liegt ausschließlich bei den jüdischen Banken, die stark genug sind, eine neue Inflation zu verhindern, bei der nur sie allein verlieren könnten. Da diese trügerische"
1929,OCR 24. Ausgabe.txt,Juden,finanz,"Menschen sagen: der Wasserkopf der deutschen Republik, hat seinen kleinen Finanzskandal. Die Gebrüder Sklarek berüchtigten Angedenkens aus der Barmatzeit, auch Juden, haben die Stadtbank um mehr als 10 Millionen Mark geprellt. Diese Genossen Barmats, Kutiskers und neudeutscher prominenter Regierungskünstler haben es"
1929,OCR 24. Ausgabe.txt,jüdischen,geld,"ist, und der die Inflation mit verschuldet hat. Villen, Luxusautos, Rennpferde gehörten natürlich zum standesgemäßen Auftreten dieser modernen Geldmillionäre. Solchen jüdischen Revolutionsschiebern wurde die Alleinlieferung der Bekleidungsstücke für das Personal der Stadt Berlin übertragen. Es war für die drei ehrenwerten Brüder"
1929,OCR 24. Ausgabe.txt,jüdische,"finanz, bank","Industriebetrieben Aufsichtsratmandate und zum größten Teil die Mehrheit der Aktien haben. Auch das Handbuch der Aufsichtsräte (Finanz-Verlag, Berlin) verzeichnet 10 jüdische Bankiers mit zusammen etwa 670 Aufsichtratsitzen, an der Spitze Jakob Goldschmidt, mit mehr als 100 Mandaten. Das sind die wahren"
1929,OCR 24. Ausgabe.txt,jüdischen,geld,80 Mk. Antragsgebühr!! Also diese Firma braucht für Geld keine Sicherheiten. W. Der Verein für das Deutschtum im Auslande in jüdischen Händen. Am 5. September veranstaltete der V.D.A. (Verein für das Deutschtum im Ausland) einen Werbeabend im Großen Klub. Für den
1929,OCR 24. Ausgabe.txt,jüdischen,finanz,"Belieben machen können. Wenn dort nun das Gold festgehalten wird, dann steigt der Preis des Goldes. Amerika, der Sitz des jüdischen Finanzmachtzentrums, kann ohne eigene Deflationsgefahren den Goldpreis steigern, denn Amerika selbst hat keine Goldwährung. Seit 1924, als das Gebäude der"
1929,OCR 24. Ausgabe.txt,jüdischen,"kapital, bank","und Rentnerschicht mehr gibt, die man durch eine neue Inflation hätte enteignen können. Die alleinige Kapitalmacht liegt ausschließlich bei den jüdischen Banken, die stark genug sind, eine neue Inflation zu verhindern, bei der nur sie allein verlieren könnten. Da diese trügerische"
1929,OCR 24. Ausgabe.txt,Juden,finanz,"Menschen sagen: der Wasserkopf der deutschen Republik, hat seinen kleinen Finanzskandal. Die Gebrüder Sklarek berüchtigten Angedenkens aus der Barmatzeit, auch Juden, haben die Stadtbank um mehr als 10 Millionen Mark geprellt. Diese Genossen Barmats, Kutiskers und neudeutscher prominenter Regierungskünstler haben es"
1929,OCR 24. Ausgabe.txt,jüdischen,geld,"ist, und der die Inflation mit verschuldet hat. Villen, Luxusautos, Rennpferde gehörten natürlich zum standesgemäßen Auftreten dieser modernen Geldmillionäre. Solchen jüdischen Revolutionsschiebern wurde die Alleinlieferung der Bekleidungsstücke für das Personal der Stadt Berlin übertragen. Es war für die drei ehrenwerten Brüder"
1929,OCR 24. Ausgabe.txt,jüdische,"finanz, bank","Industriebetrieben Aufsichtsratmandate und zum größten Teil die Mehrheit der Aktien haben. Auch das Handbuch der Aufsichtsräte (Finanz-Verlag, Berlin) verzeichnet 10 jüdische Bankiers mit zusammen etwa 670 Aufsichtratsitzen, an der Spitze Jakob Goldschmidt, mit mehr als 100 Mandaten. Das sind die wahren"
1929,OCR 24. Ausgabe.txt,jüdischen,geld,80 Mk. Antragsgebühr!! Also diese Firma braucht für Geld keine Sicherheiten. W. Der Verein für das Deutschtum im Auslande in jüdischen Händen. Am 5. September veranstaltete der V.D.A. (Verein für das Deutschtum im Ausland) einen Werbeabend im Großen Klub. Für den
1929,OCR 25. Ausgabe.txt,Jude,kaufen,"und Oberpräsidenten, Regierungspräsidenten, Landräten, Regierungsräten usw. beförderten jüdischen und verjudeten Führer. Diesen geht's vortrefflich, wenigstens im Augenblick noch, solange der Jude Dr. Hilferding das Reichspumpgeschäft verwaltet. Aber was dann kommt... Der Arbeiter ist verraten und verkauft. Wann wollen sich seine Führer"
1929,OCR 25. Ausgabe.txt,jüdischen,kaufen,das Reichspumpgeschäft verwaltet. Aber was dann kommt... Der Arbeiter ist verraten und verkauft. Wann wollen sich seine Führer von der jüdischen Klammer freimachen? Wann will das Bürgertum den Arbeiter als gleichberechtigten Volksgenossen in seine Reihen aufnehmen und auch ihm die Führer
1929,OCR 25. Ausgabe.txt,Juden,finanz,"im System! Unser Staat ist noch nicht pleite. Bewahre! Noch pumpt Herr Dr. med. Hilferding, der Finanzminister der Republik, bei Juden und Versicherungsanstalten, um den Beamten jedesmal am Monatsersten das Gehalt auszahlen zu können. Die Aermsten der Armen, die Kriegsbeschädigten, können"
1929,OCR 25. Ausgabe.txt,jüdische,finanz,"während arme Arbeiter, die wegen geringerer Vergehen verurteilt seien, ihre Strafe absitzen müßten. Das „B. T.“ hätte erklären können: Der jüdische Betrüger und Finanzminister Kloß mußte freigelassen werden, weil er zu viel von der korrupten französischen Republik wußte. Also aus dem"
1929,OCR 25. Ausgabe.txt,jüdischen,bank,"werden, weil er zu viel von der korrupten französischen Republik wußte. Also aus dem gleichen Grunde, weshalb man auch den jüdischen Schieber Barmat in Freiheit setzen mußte, um ihn zum Schweigen zu veranlassen. Die Fusion der beiden größten D-Banken ist eine"
1929,OCR 25. Ausgabe.txt,jüdischen,"finanz, bank","um ihn zum Schweigen zu veranlassen. Die Fusion der beiden größten D-Banken ist eine finanzkapitalistische Aktion, die die Gemüter im jüdischen Börsianerlager mächtig bewegt. Man merkt es an dem aufgeregten Geschrei ihrer Presse. Der jüdische Bank- und Börsentrust marschiert. Wenn sich"
1929,OCR 25. Ausgabe.txt,jüdische,"finanz, bank","finanzkapitalistische Aktion, die die Gemüter im jüdischen Börsianerlager mächtig bewegt. Man merkt es an dem aufgeregten Geschrei ihrer Presse. Der jüdische Bank- und Börsentrust marschiert. Wenn sich Oskar Wassermann von der Deutschen und Artur Salomonsohn von der Diskonto-Bank entschlossen haben, ihre"
1929,OCR 25. Ausgabe.txt,jüdische,"geld, konkurrenz, bank","beiden Fusionsbanken mit ihrer konkurrenzlosen 5-Milliarden-Bilanz entscheidend den ganzen deutschen Geldmarkt. Die Kontrolle der deutschen Wirtschaft und Industrie durch das jüdische Bankkapital, bisher schon unerträglich geworden, soll jetzt noch mehr zentralisiert werden: je konzentrierter und größer der jüdische Bankentrust, desto einfacher"
1929,OCR 25. Ausgabe.txt,jüdische,"finanz, bank","Industrie durch das jüdische Bankkapital, bisher schon unerträglich geworden, soll jetzt noch mehr zentralisiert werden: je konzentrierter und größer der jüdische Bankentrust, desto einfacher die Finanzdiktatur, die von der internationalen Weltbank ausgeübt werden soll. Es ist kein Zufall, daß die Fusion"
